What happens when you call munmap()?	The specified virtual memory region is unmapped, removing the mapping from the page table and invalidating TLB entries.
What is the execve system call's relationship to memory mapping?	It replaces the current process's memory image by creating new mappings for code, data, heap, and stack from the executable file.
How does fork() use memory mapping?	It creates a child process with identical virtual memory mappings, using copy-on-write to share physical pages until modifications occur.
What is dynamic memory allocation?	Runtime allocation of memory from the heap, where the size and lifetime are determined during program execution, not at compile time.
What does the malloc function do?	Allocates a block of at least the requested size from the heap and returns a pointer, or NULL if allocation fails.
What does the free function do?	Returns a previously allocated block back to the heap's free list, making it available for future allocations.
What is the heap in dynamic memory allocation?	A region of virtual memory that grows upward (higher addresses) and is managed by the allocator for dynamic allocations.
Why is dynamic memory allocation necessary?	To handle data structures whose size is unknown at compile time or varies during execution, like linked lists or user input buffers.
What is an allocator in the context of malloc/free?	Software that manages the heap by tracking free blocks, splitting and coalescing them, and servicing allocation requests.
What is internal fragmentation in memory allocation?	Wasted space within an allocated block when the payload is smaller than the block size due to alignment or minimum size requirements.
What is external fragmentation?	Wasted space where total free memory is sufficient but no single free block is large enough to satisfy an allocation request.
What is a free list?	A data structure maintained by the allocator that tracks all free blocks available for allocation.
What is block coalescing in memory allocation?	Merging adjacent free blocks into a single larger block to reduce fragmentation and improve allocation success for large requests.
What is block splitting in malloc?	Dividing a free block into an allocated part (satisfying the request) and a new smaller free block (remainder).
What is an implicit free list?	A free list where block boundaries are found by traversing size fields in headers, without explicit next/prev pointers between blocks.
What is an explicit free list?	A free list using explicit pointers (next/prev) stored in free blocks to link them, enabling faster free block searches.
What is a segregated free list?	An allocator design maintaining multiple free lists, each for blocks within a specific size class, improving allocation speed.
What is the first-fit allocation strategy?	Searching the free list from the beginning and allocating the first block large enough to satisfy the request.
What is the best-fit allocation strategy?	Searching the entire free list to find the smallest block that can satisfy the request, minimizing leftover fragmentation.
What is a boundary tag?	A footer at the end of a block containing the same size information as the header, enabling backward traversal and coalescing.
What problem do boundary tags solve?	They allow constant-time coalescing with previous blocks by enabling the allocator to find the preceding block's header without linear search.
What is placement policy in memory allocation?	The strategy for selecting which free block to use when multiple blocks can satisfy an allocation request (e.g., first-fit, best-fit).
What is the purpose of alignment requirements in malloc?	To ensure allocated blocks start at addresses that satisfy hardware constraints for efficient access and avoid alignment faults.
Why does malloc typically enforce 8-byte or 16-byte alignment?	To satisfy alignment requirements for double-precision floats and SIMD instructions, ensuring correct and efficient memory access.
What is the minimum block size in typical allocators?	Usually 16-24 bytes to accommodate the header, footer, and minimum payload required for storing free list pointers.
What is heap consistency checking?	Runtime validation that the heap data structures (headers, footers, free lists) are consistent and uncorrupted, used for debugging allocators.
What is the sbrk system call used for?	Expanding or contracting the heap by adjusting the break pointer (end of the heap region) to request more memory from the kernel.
What is garbage collection?	Automatic memory management where the runtime identifies and reclaims memory that is no longer reachable by the program.
What is a mark-and-sweep garbage collector?	A GC algorithm that marks all reachable objects from roots, then sweeps through memory to free unmarked (unreachable) blocks.
What is a memory leak?	A bug where allocated memory is never freed and becomes unreachable, gradually consuming available memory until exhaustion.
What are root pointers in garbage collection?	Pointers stored in registers, stack, and global variables that serve as starting points for tracing reachable memory.
What is conservative garbage collection?	A GC approach that treats any bit pattern resembling a valid pointer as a potential pointer, avoiding false collection at the cost of some leaks.
What is heap memory utilization?	The ratio of payload bytes to total heap size, measuring how efficiently the allocator uses memory versus overhead and fragmentation.
